type	vaf	replicate	mode	tp	fp	fn	sensitivity	precision	f1
invdel	0.005	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.006	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.006	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.006	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.006	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.0075	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.0075	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.0075	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.0075	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.01	a	discovery	1	0	0	1.0	1.0	1.0
invdel	0.01	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.01	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.01	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.0125	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.0125	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.0125	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.0125	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.015	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.015	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.015	b	discovery	1	0	0	1.0	1.0	1.0
invdel	0.015	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.0175	a	discovery	1	2	0	1.0	0.3333333333333333	0.5
invdel	0.0175	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.0175	b	discovery	1	0	0	1.0	1.0	1.0
invdel	0.0175	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.02	a	discovery	1	2	0	1.0	0.3333333333333333	0.5
invdel	0.02	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.02	b	discovery	1	0	0	1.0	1.0	1.0
invdel	0.02	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.025	a	discovery	1	0	0	1.0	1.0	1.0
invdel	0.025	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.025	b	discovery	1	2	0	1.0	0.3333333333333333	0.5
invdel	0.025	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.03	a	discovery	1	0	0	1.0	1.0	1.0
invdel	0.03	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.03	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.03	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.035	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.035	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.035	b	discovery	1	0	0	1.0	1.0	1.0
invdel	0.035	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.04	a	discovery	1	0	0	1.0	1.0	1.0
invdel	0.04	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.04	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.04	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.05	a	discovery	1	0	0	1.0	1.0	1.0
invdel	0.05	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.05	b	discovery	1	2	0	1.0	0.3333333333333333	0.5
invdel	0.05	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.06	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
invdel	0.06	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.06	b	discovery	1	0	0	1.0	1.0	1.0
invdel	0.06	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.07	a	discovery	1	2	0	1.0	0.3333333333333333	0.5
invdel	0.07	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.07	b	discovery	1	0	0	1.0	1.0	1.0
invdel	0.07	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.08	a	discovery	0	1	1	0.0	0.0	0.0
invdel	0.08	a	tumour_informed	0	0	1	0.0	0.0	0.0
invdel	0.08	b	discovery	1	2	0	1.0	0.3333333333333333	0.5
invdel	0.08	b	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.1	a	discovery	1	3	0	1.0	0.25	0.4
invdel	0.1	a	tumour_informed	1	0	0	1.0	1.0	1.0
invdel	0.1	b	discovery	1	0	0	1.0	1.0	1.0
invdel	0.1	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0005	a	discovery	0	0	1	0.0	0.0	0.0
novins	0.0005	a	tumour_informed	0	0	1	0.0	0.0	0.0
novins	0.0005	b	discovery	0	0	1	0.0	0.0	0.0
novins	0.0005	b	tumour_informed	0	0	1	0.0	0.0	0.0
novins	0.001	a	discovery	0	0	1	0.0	0.0	0.0
novins	0.001	a	tumour_informed	0	0	1	0.0	0.0	0.0
novins	0.001	b	discovery	0	1	1	0.0	0.0	0.0
novins	0.001	b	tumour_informed	0	0	1	0.0	0.0	0.0
novins	0.0015	a	discovery	0	2	1	0.0	0.0	0.0
novins	0.0015	a	tumour_informed	0	0	1	0.0	0.0	0.0
novins	0.0015	b	discovery	1	3	0	1.0	0.25	0.4
novins	0.0015	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.002	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.002	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.002	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.002	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0025	a	discovery	1	2	0	1.0	0.3333333333333333	0.5
novins	0.0025	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0025	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.0025	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.003	a	discovery	1	2	0	1.0	0.3333333333333333	0.5
novins	0.003	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.003	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.003	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0035	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.0035	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0035	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.0035	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.004	a	discovery	0	0	1	0.0	0.0	0.0
novins	0.004	a	tumour_informed	0	0	1	0.0	0.0	0.0
novins	0.004	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.004	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.005	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.005	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.005	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.005	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.006	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.006	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.006	b	discovery	1	3	0	1.0	0.25	0.4
novins	0.006	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0075	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.0075	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0075	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.0075	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.01	a	discovery	1	2	0	1.0	0.3333333333333333	0.5
novins	0.01	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.01	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.01	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0125	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.0125	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0125	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.0125	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.015	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.015	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.015	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.015	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0175	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.0175	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.0175	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.0175	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.02	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.02	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.02	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.02	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.025	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.025	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.025	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.025	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.03	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.03	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.03	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.03	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.035	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.035	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.035	b	discovery	1	3	0	1.0	0.25	0.4
novins	0.035	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.04	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.04	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.04	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.04	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.05	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.05	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.05	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.05	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.06	a	discovery	1	2	0	1.0	0.3333333333333333	0.5
novins	0.06	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.06	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.06	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.07	a	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.07	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.07	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.07	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.08	a	discovery	1	0	0	1.0	1.0	1.0
novins	0.08	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.08	b	discovery	1	1	0	1.0	0.5	0.6666666666666666
novins	0.08	b	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.1	a	discovery	1	21	0	1.0	0.045454545454545456	0.08695652173913045
novins	0.1	a	tumour_informed	1	0	0	1.0	1.0	1.0
novins	0.1	b	discovery	1	0	0	1.0	1.0	1.0
novins	0.1	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0005	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0005	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0005	b	discovery	0	0	1	0.0	0.0	0.0
fusion	0.0005	b	tumour_informed	0	0	1	0.0	0.0	0.0
fusion	0.001	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.001	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.001	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.001	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0015	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0015	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0015	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0015	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.002	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.002	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.002	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.002	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0025	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0025	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0025	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0025	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.003	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.003	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.003	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.003	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0035	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0035	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0035	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0035	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.004	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.004	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.004	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.004	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.005	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.005	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.005	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.005	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.006	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.006	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.006	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.006	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0075	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0075	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0075	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0075	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.01	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.01	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.01	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.01	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0125	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0125	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0125	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0125	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.015	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.015	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.015	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.015	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0175	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0175	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.0175	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.0175	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.02	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.02	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.02	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.02	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.025	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.025	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.025	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.025	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.03	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.03	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.03	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.03	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.035	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.035	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.035	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.035	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.04	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.04	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.04	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.04	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.05	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.05	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.05	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.05	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.06	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.06	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.06	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.06	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.07	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.07	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.07	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.07	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.08	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.08	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.08	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.08	b	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.1	a	discovery	1	0	0	1.0	1.0	1.0
fusion	0.1	a	tumour_informed	1	0	0	1.0	1.0	1.0
fusion	0.1	b	discovery	1	0	0	1.0	1.0	1.0
fusion	0.1	b	tumour_informed	1	0	0	1.0	1.0	1.0
